symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
PM20D1	HGNC:26518	148811	ENSG00000162877	peptidase M20 domain containing 1	Q6GTS8		FLJ32569|Cps1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35F1	HGNC:21483	222553	ENSG00000196376	solute carrier family 35 member F1	Q5T1Q4		dJ230I3.1|C6orf169	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC2A4RG	HGNC:15930	56731	ENSG00000125520	SLC2A4 regulator	Q9NR83		GLUT4EF|GEF|HDBP1|Si-1-2|Si-1-2-19	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC67A2	HGNC:28158	84804	ENSG00000135953	solute carrier family 67 member 2	Q8NBP5		MGC11332|MFSD9	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
DPEP3	HGNC:23029	64180	ENSG00000141096	dipeptidase 3	Q9H4B8			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
COMMD8	HGNC:26036	54951	ENSG00000169019	COMM domain containing 8	Q9NX08		FLJ20502	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
DRC2	HGNC:29937	85478	ENSG00000139537	dynein regulatory complex subunit 2	Q8IXS2		NYD-SP28|FLJ35732|FAP250|CFAP250|CILD27|DRC2|CCDC65	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
STX8	HGNC:11443	9482	ENSG00000170310	syntaxin 8	Q9UNK0		CARB	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SC5D	HGNC:10547	6309	ENSG00000109929	sterol-C5-desaturase	O75845		SC5DL	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A31	HGNC:25319	83447	ENSG00000151475	solute carrier family 25 member 31	Q9H0C2		DKFZP434N1235|ANT4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
DDX54	HGNC:20084	79039	ENSG00000123064	DEAD-box helicase 54	Q8TDD1		MGC2835|APR-5|DP97	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC26A8	HGNC:14468	116369	ENSG00000112053	solute carrier family 26 member 8	Q96RN1		TAT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RHBDD1	HGNC:23081	84236	ENSG00000144468	rhomboid domain containing 1	Q8TEB9		DKFZp547E052|RHBDL4	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PPP2R2C	HGNC:9306	5522	ENSG00000074211	protein phosphatase 2 regulatory subunit Bgamma	Q9Y2T4		PR52|IMYPNO|MGC33570|PR55G|B55gamma	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PTPRJ	HGNC:9673	5795	ENSG00000149177	protein tyrosine phosphatase receptor type J	Q12913		DEP1|HPTPeta|CD148	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC10A3	HGNC:22979	8273	ENSG00000126903	solute carrier family 10 member 3	P09131		P3|DXS253E	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A7	HGNC:4927	7922	ENSG00000112473	solute carrier family 39 member 7	Q92504		H2-KE4|D6S2244E|KE4|RING5|ZIP7|HKE4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC1A6	HGNC:10944	6511	ENSG00000105143	solute carrier family 1 member 6	P48664		EAAT4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
MED15	HGNC:14248	51586	ENSG00000099917	mediator complex subunit 15	Q96RN5		TIG-1|CAG7A|Arc105|TNRC7|PCQAP	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
HRG	HGNC:5181	3273	ENSG00000113905	histidine rich glycoprotein	P04196		HRGP|HPRG	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC7A7	HGNC:11065	9056	ENSG00000155465	solute carrier family 7 member 7	Q9UM01		y+LAT-1|Y+LAT1|LPI	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A5	HGNC:20502	283375	ENSG00000139540	solute carrier family 39 member 5	Q6ZMH5		ZIP5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A34	HGNC:27653	284723	ENSG00000162461	solute carrier family 25 member 34	Q6PIV7		DKFZp781A10161	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ATXN10	HGNC:10549	25814	ENSG00000130638	ataxin 10	Q9UBB4		E46L|FLJ37990|ATX10|SCA10	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
KLK2	HGNC:6363	3817	ENSG00000167751	kallikrein related peptidase 2	P20151			prostate cancer	candidate	0	clinical_trial	radioligand / T-cell engager targets	curated (Claude knowledge; unverified)
SLC35E2B	HGNC:33941	728661	ENSG00000189339	solute carrier family 35 member E2B	P0CK96			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SPDYE4	HGNC:35463	388333	ENSG00000183318	speedy/RINGO cell cycle regulator family member E4	A6NLX3			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
VRK2	HGNC:12719	7444	ENSG00000028116	VRK serine/threonine kinase 2	Q86Y07			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
HARS1	HGNC:4816	3035	ENSG00000170445	histidyl-tRNA synthetase 1	P12081		HisRS|USH3B|HARS	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ARX	HGNC:18060	170302	ENSG00000004848	aristaless related homeobox	Q96QS3		ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC6A6	HGNC:11052	6533	ENSG00000131389	solute carrier family 6 member 6	P31641		TAUT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TMEM88	HGNC:32371	92162	ENSG00000167874	transmembrane protein 88	Q6PEY1		MGC71744|FLJ20025	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RFESD	HGNC:29587	317671	ENSG00000175449	Rieske Fe-S domain containing	Q8TAC1			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TOMM34	HGNC:15746	10953	ENSG00000025772	translocase of outer mitochondrial membrane 34	Q15785		TOM34|HTOM34P	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC5A4	HGNC:11039	6527	ENSG00000100191	solute carrier family 5 member 4	Q9NY91		SAAT1|SGLT3|DJ90G24.4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC17A3	HGNC:10931	10786	ENSG00000124564	solute carrier family 17 member 3	O00476		NPT4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
OLA1	HGNC:28833	29789	ENSG00000138430	Obg like ATPase 1	Q9NTK5		PTD004|GTPBP9	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC17A6	HGNC:16703	57084	ENSG00000091664	solute carrier family 17 member 6	Q9P2U8		DNPI|VGLUT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
HES5	HGNC:19764	388585	ENSG00000197921	hes family bHLH transcription factor 5	Q5TA89		bHLHb38	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MCM9	HGNC:21484	254394	ENSG00000111877	minichromosome maintenance 9 homologous recombination repair factor	Q9NXL9		MGC35304|dJ329L24.3|FLJ20170|MCMDC1|C6orf61	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
GPR39	HGNC:4496	2863	ENSG00000183840	G protein-coupled receptor 39	O43194		ZnR	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
WFDC11	HGNC:20478	259239	ENSG00000180083	WAP four-disulfide core domain 11	Q8NEX6		WAP11	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TPK1	HGNC:17358	27010	ENSG00000196511	thiamin pyrophosphokinase 1	Q9H3S4		HTPK1|PP20	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MSRB1	HGNC:14133	51734	ENSG00000198736	methionine sulfoxide reductase B1	Q9NZV6		SelR|SepR|SelX|SELENOX|SELENOR|SEPX1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CSNK1E	HGNC:2453	1454	ENSG00000213923	casein kinase 1 epsilon	P49674		HCKIE|CKIE|CKIepsilon	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC2A2	HGNC:11006	6514	ENSG00000163581	solute carrier family 2 member 2	P11168		GLUT-2|GLUT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TACO1	HGNC:24316	51204	ENSG00000136463	translational activator of cytochrome c oxidase I	Q9BSH4		CCDC44	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CTSL	HGNC:2537	1514	ENSG00000135047	cathepsin L	P07711		FLJ31037|CTSL1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FBXO22	HGNC:13593	26263	ENSG00000167196	F-box protein 22	Q8NEZ5		FBX22|FISTC1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NDUFB5	HGNC:7700	4711	ENSG00000136521	NADH:ubiquinone oxidoreductase subunit B5	O43674		SGDH|CI-SGDH|MGC12314	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LMO7	HGNC:6646	4008	ENSG00000136153	LIM domain 7	Q8WWI1		FBX20|KIAA0858|FBXO20	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TMEM64	HGNC:25441	169200	ENSG00000180694	transmembrane protein 64	Q6YI46		DKFZp762C1112	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ACMSD	HGNC:19288	130013	ENSG00000153086	aminocarboxymuconate semialdehyde decarboxylase	Q8TDX5			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
OR1A2	HGNC:8180	26189	ENSG00000172150	olfactory receptor family 1 subfamily A member 2	Q9Y585		OR17-6	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC60A2	HGNC:21053	91749	ENSG00000173214	solute carrier family 60 member 2	Q5TF39		MGC33953|KIAA1919|MFSD4B	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A37	HGNC:29786	51312	ENSG00000147454	solute carrier family 25 member 37	Q9NYZ2		MSCP|MFRN|MFRN1|HT015	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TWF2	HGNC:9621	11344	ENSG00000247596	twinfilin actin binding protein 2	Q6IBS0		A6RP|A6r|PTK9L	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC7A5	HGNC:11063	8140	ENSG00000103257	solute carrier family 7 member 5	Q01650		LAT1|E16|D16S469E|MPE16|CD98	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC29A1	HGNC:11003	2030	ENSG00000112759	solute carrier family 29 member 1 (Augustine blood group)	Q99808		ENT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35B3	HGNC:21601	51000	ENSG00000124786	solute carrier family 35 member B3	Q9H1N7		CGI-19|dJ453H5.1|PAPST2|C6orf196	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
MMP10	HGNC:7156	4319	ENSG00000166670	matrix metallopeptidase 10	P09238		STMY2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC2A6	HGNC:11011	11182	ENSG00000160326	solute carrier family 2 member 6	Q9UGQ3		GLUT9|GLUT6|HSA011372	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NGLY1	HGNC:17646	55768	ENSG00000151092	N-glycanase 1	Q96IV0		FLJ11005|PNG1|PNG-1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RASD1	HGNC:15828	51655	ENSG00000108551	ras related dexamethasone induced 1	Q9Y272		DEXRAS1|AGS1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC26A3	HGNC:3018	1811	ENSG00000091138	solute carrier family 26 member 3	P40879		DRA|CLD	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
EML5	HGNC:18197	161436	ENSG00000165521	EMAP like 5	Q05BV3		HuEMAP-2|EMAP-2|FAP16	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NCOA2	HGNC:7669	10499	ENSG00000140396	nuclear receptor coactivator 2	Q15596		SRC-2|TIF2|GRIP1|NCoA-2|KAT13C|bHLHe75	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC45A2	HGNC:16472	51151	ENSG00000164175	solute carrier family 45 member 2	Q9UMX9		AIM-1|OCA4|MATP	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC16A3	HGNC:10924	9123	ENSG00000141526	solute carrier family 16 member 3	O15427		MCT3|MCT4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35D2	HGNC:20799	11046	ENSG00000130958	solute carrier family 35 member D2	Q76EJ3		UGTrel8|SQV7L	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC75A1	HGNC:16894	10227	ENSG00000109736	solute carrier family 75 member 1	Q14728		IT10C3|TETRAN|SLC75A1|MFSD10	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SMAD2	HGNC:6768	4087	ENSG00000175387	SMAD family member 2	Q15796		MADR2|JV18-1|MADH2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CYBB	HGNC:2578	1536	ENSG00000165168	cytochrome b-245 beta chain	P04839		GP91-PHOX|NOX2|GP91PHOX|p91-PHOX|CGD	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
KNTC1	HGNC:17255	9735	ENSG00000184445	kinetochore associated 1	P50748		KIAA0166|ROD	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC28A1	HGNC:11001	9154	ENSG00000156222	solute carrier family 28 member 1	O00337		CNT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ORAI1	HGNC:25896	84876	ENSG00000276045	ORAI calcium release-activated calcium modulator 1	Q96D31		FLJ14466|CRACM1|TMEM142A	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC18B1	HGNC:21573	116843	ENSG00000146409	solute carrier family 18 member B1	Q6NT16		dJ55C23.6|C6orf192	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RASL11A	HGNC:23802	387496	ENSG00000122035	RAS like family 11 member A	Q6T310			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC17A5	HGNC:10933	26503	ENSG00000119899	solute carrier family 17 member 5	Q9NRA2		AST|SD|ISSD|NSD|SIALIN|SLD|SIASD	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC44A5	HGNC:28524	204962	ENSG00000137968	solute carrier family 44 member 5	Q8NCS7		MGC34032|CTL5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ANKRD10	HGNC:20265	55608	ENSG00000088448	ankyrin repeat domain 10	Q9NXR5		FLJ20093	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ERVFRD-1	HGNC:33823	405754	ENSG00000244476	endogenous retrovirus group FRD member 1, envelope	P60508		HERV-W/FRD|HERV-FRD|envFRD|ERVFRDE1|syncytin-2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC2A8	HGNC:13812	29988	ENSG00000136856	solute carrier family 2 member 8	Q9NY64		GLUTX1|GLUT8	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC43A3	HGNC:17466	29015	ENSG00000134802	solute carrier family 43 member 3	Q8NBI5		SEEEG-1|Eeg1|DKFZp762A227|FOAP-13|PRO1659	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A1	HGNC:10979	6576	ENSG00000100075	solute carrier family 25 member 1	P53007		CTP|CIC|SLC20A3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
AJUBA	HGNC:20250	84962	ENSG00000129474	ajuba LIM protein	Q96IF1		MGC15563|JUB	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NKD2	HGNC:17046	85409	ENSG00000145506	NKD inhibitor of Wnt signaling pathway 2	Q969F2		Naked2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC60A1	HGNC:25433	148808	ENSG00000174514	solute carrier family 60 member 1	Q8N468		DKFZp761N1114|FLJ34577|UNQ3064|FLJ25004|MFSD4|MFSD4A	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC16A6	HGNC:10927	9120	ENSG00000108932	solute carrier family 16 member 6	O15403		MCT6|MCT7	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC44A3	HGNC:28689	126969	ENSG00000143036	solute carrier family 44 member 3	Q8N4M1		MGC45474|CTL3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RIC8A	HGNC:29550	60626	ENSG00000177963	RIC8 guanine nucleotide exchange factor A	Q9NPQ8		synembryn|synembryn-A	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC10A6	HGNC:30603	345274	ENSG00000145283	solute carrier family 10 member 6	Q3KNW5		SOAT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC46A2	HGNC:16055	57864	ENSG00000119457	solute carrier family 46 member 2	Q9BY10		Ly110|TSCOT	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC66A2	HGNC:26188	80148	ENSG00000122490	solute carrier family 66 member 2	Q8N2U9		FLJ22378|PQLC1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RRAGA	HGNC:16963	10670	ENSG00000155876	Ras related GTP binding A	Q7L523		RAGA|FIP-1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MYC	HGNC:7553	4609	ENSG00000136997	MYC proto-oncogene, bHLH transcription factor	P01106		c-Myc|bHLHe39|MYCC	prostate cancer	candidate	0	somatic	amplification	curated (Claude knowledge; unverified)
LRRC8D	HGNC:16992	55144	ENSG00000171492	leucine rich repeat containing 8 VRAC subunit D	Q7L1W4		FLJ10470|LRRC5	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZNF124	HGNC:12907	7678	ENSG00000196418	zinc finger protein 124	Q15973		HZF16|HZF-16	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LFNG	HGNC:6560	3955	ENSG00000106003	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Q8NES3		SCDO3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
REG3G	HGNC:29595	130120	ENSG00000143954	regenerating family member 3 gamma	Q6UW15		UNQ429|LPPM429|PAP1B	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TGFB1	HGNC:11766	7040	ENSG00000105329	transforming growth factor beta 1	P01137		CED|TGFbeta|TGFB|DPD1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC5A10	HGNC:23155	125206	ENSG00000154025	solute carrier family 5 member 10	A0PJK1		SGLT5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
HES4	HGNC:24149	57801	ENSG00000188290	hes family bHLH transcription factor 4	Q9HCC6		bHLHb42	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MYLIP	HGNC:21155	29116	ENSG00000007944	myosin regulatory light chain interacting protein	Q8WY64		MIR|IDOL	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NR1H3	HGNC:7966	10062	ENSG00000025434	nuclear receptor subfamily 1 group H member 3	Q13133		LXR-a|RLD-1|LXRa	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FAM171A1	HGNC:23522	221061	ENSG00000148468	family with sequence similarity 171 member A1	Q5VUB5		FLJ12884|APCN|C10orf38	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC13A1	HGNC:10916	6561	ENSG00000081800	solute carrier family 13 member 1	Q9BZW2		NaSi-1|NAS1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35D1	HGNC:20800	23169	ENSG00000116704	solute carrier family 35 member D1	Q9NTN3		UGTREL7|KIAA0260	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
UBL7	HGNC:28221	84993	ENSG00000138629	ubiquitin like 7	Q96S82		BMSC-UbP|MGC14421	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MASP2	HGNC:6902	10747	ENSG00000009724	MBL associated serine protease 2	O00187		Map19|sMAP|MAP-2|MASP1P1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TTC19	HGNC:26006	54902	ENSG00000011295	tetratricopeptide repeat domain 19	Q6DKK2		FLJ20343|MGC19520	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
DLL3	HGNC:2909	10683	ENSG00000090932	delta like canonical Notch ligand 3	Q9NYJ7		SCDO1	prostate cancer	candidate	0	clinical_trial	neuroendocrine prostate cancer; T-cell engagers	curated (Claude knowledge; unverified)
SLC35G1	HGNC:26607	159371	ENSG00000176273	solute carrier family 35 member G1	Q2M3R5		FLJ33990|C10orf60|POST|TMEM20	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
BCL2L13	HGNC:17164	23786	ENSG00000099968	BCL2 like 13	Q9BXK5		MIL1|BCL-RAMBO	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC67A1	HGNC:10964	5002	ENSG00000110628	solute carrier family 67 member 1	Q96BI1		BWR1A|TSSC5|ITM|IMPT1|ORCTL2|BWSCR1A|SLC22A18|SLC22A1L	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC6A16	HGNC:13622	28968	ENSG00000063127	solute carrier family 6 member 16	Q9GZN6		NTT5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35A4	HGNC:20753	113829	ENSG00000176087	solute carrier family 35 member A4	L0R6Q1|Q96G79			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A29	HGNC:20116	123096	ENSG00000197119	solute carrier family 25 member 29	Q8N8R3		FLJ38975|C14orf69	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC4A3	HGNC:11029	6508	ENSG00000114923	solute carrier family 4 member 3	P48751		AE3|SLC2C	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SRSF1	HGNC:10780	6426	ENSG00000136450	serine and arginine rich splicing factor 1	Q07955		ASF|SF2|SRp30a|SF2p33|MGC5228|SFRS1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
AURKB	HGNC:11390	9212	ENSG00000178999	aurora kinase B	Q96GD4		Aik2|IPL1|AurB|AIM-1|ARK2|STK5|PPP1R48|STK12	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC1A3	HGNC:10941	6507	ENSG00000079215	solute carrier family 1 member 3	P43003		EAAT1|GLAST|EA6|GLAST1|GLAST-1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CDK2	HGNC:1771	1017	ENSG00000123374	cyclin dependent kinase 2	P24941			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PLOD3	HGNC:9083	8985	ENSG00000106397	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	O60568		LH3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ODC1	HGNC:8109	4953	ENSG00000115758	ornithine decarboxylase 1	P11926		ODC	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
STAP2	HGNC:30430	55620	ENSG00000178078	signal transducing adaptor family member 2	Q9UGK3		STAP-2|BKS	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
LRRC23	HGNC:19138	10233	ENSG00000010626	leucine rich repeat containing 23	Q53EV4		B7|LRPB7	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZC3H11B	HGNC:25659	643136	ENSG00000215817	zinc finger CCCH-type containing 11B	A0A1B0GTU1		ZC3HDC11B	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC5A12	HGNC:28750	159963	ENSG00000148942	solute carrier family 5 member 12	Q1EHB4		MGC52019|SMCT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ANXA10	HGNC:534	11199	ENSG00000109511	annexin A10	Q9UJ72		ANX14	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TCEAL6	HGNC:24553	158931	ENSG00000204071	transcription elongation factor A like 6	Q6IPX3		WEX2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CES4A	HGNC:26741	283848	ENSG00000172824	carboxylesterase 4A	Q5XG92		FLJ37464|CES8	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CDC7	HGNC:1745	8317	ENSG00000097046	cell division cycle 7	O00311		Hsk1|huCdc7|HsCdc7|CDC7L1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC6A14	HGNC:11047	11254	ENSG00000268104	solute carrier family 6 member 14	Q9UN76			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC15A2	HGNC:10921	6565	ENSG00000163406	solute carrier family 15 member 2	Q16348		PEPT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
AMPH	HGNC:471	273	ENSG00000078053	amphiphysin	P49418			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NFKB1	HGNC:7794	4790	ENSG00000109320	nuclear factor kappa B subunit 1	P19838		KBF1|p105|NFKB-p50|p50|NF-kappaB|NFkappaB|NF-kB1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC17A4	HGNC:10932	10050	ENSG00000146039	solute carrier family 17 member 4	Q9Y2C5		KIAA2138	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ZNF585A	HGNC:26305	199704	ENSG00000196967	zinc finger protein 585A	Q6P3V2		FLJ23765|Zfp27	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC24A3	HGNC:10977	57419	ENSG00000185052	solute carrier family 24 member 3	Q9HC58			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A8	HGNC:20862	64116	ENSG00000138821	solute carrier family 39 member 8	Q9C0K1		BIGM103|ZIP8|ZIP-8	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
KLK3	HGNC:6364	354	ENSG00000142515	kallikrein related peptidase 3	P07288		PSA|APS	prostate cancer	candidate	0	biology	PSA; androgen-regulated biomarker	curated (Claude knowledge; unverified)
CGRRF1	HGNC:15528	10668	ENSG00000100532	cell growth regulator with ring finger domain 1	Q99675		CGR19|RNF197	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SHPRH	HGNC:19336	257218	ENSG00000146414	SNF2 histone linker PHD RING helicase	Q149N8		FLJ90837|KIAA2023|bA545I5.2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MRPS18B	HGNC:14516	28973	ENSG00000204568	mitochondrial ribosomal protein S18B	Q9Y676		MRPS18-2|PTD017|C6orf14|HSPC183|mS40	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC22A31	HGNC:27091	146429	ENSG00000259803	solute carrier family 22 member 31	A6NKX4			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NLGN3	HGNC:14289	54413	ENSG00000196338	neuroligin 3	Q9NZ94		HNL3|KIAA1480|ASPGX1|AUTSX1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC27A5	HGNC:10999	10998	ENSG00000083807	solute carrier family 27 member 5	Q9Y2P5		FATP5|VLACSR|VLCS-H2|VLCSH2|FACVL3|FLJ22987|ACSVL6|ACSB	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A15	HGNC:20301	55356	ENSG00000163393	solute carrier family 22 member 15	Q8IZD6		FLIPT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A2	HGNC:17127	29986	ENSG00000165794	solute carrier family 39 member 2	Q9NP94		ZIP2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
HOXB6	HGNC:5117	3216	ENSG00000108511	homeobox B6	P17509		HOX2|HOX2B	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
